Number, x, y, size, angle, response
2102,1902.95,665.038,74.1456,237.502,0.0659087
2103,1903.34,1340.23,69.2541,85.9538,0.0285388
2104,1921.57,508.917,11.7594,30.4033,0.0199736
2105,1927.03,590.102,10.6283,266.479,0.01609
2106,1927.82,555.684,7.08215,173.964,0.0153757
2107,1927.82,555.684,7.08215,349.212,0.0153757
2108,1928.19,1060.47,8.84753,149.136,0.0182948
2109,1928.19,1060.47,8.84753,269.639,0.0182948
2110,1932.68,1185.43,8.75157,127.344,0.015234
2111,1933.4,280.592,10.5479,256.95,0.0152537
2112,1933.41,1384.73,4.63702,84.9425,0.0364211
2113,1936.66,937.375,7.44779,239.763,0.0246333
2114,1939.09,1175.99,5.64394,245.281,0.0136326
2115,1939.09,1175.99,5.64394,292.329,0.0136326
2116,1942.44,948.766,9.43424,237.158,0.0177602
2117,1945.44,1369.15,6.35527,39.5657,0.0171887
2118,1947.31,489.156,7.05876,63.3846,0.0139439
2119,1947.31,489.156,7.05876,234.138,0.0139439
2120,1949.03,1280.49,7.59247,59.9771,0.0152076
2121,1949.03,1280.49,7.59247,241.656,0.0152076
2122,1949.03,1280.49,7.59247,275.075,0.0152076
2123,1953.74,1343.52,8.3419,188.942,0.0203585
2124,1954.24,13.9363,3.24487,272.084,0.0142459
2125,1954.34,12.8737,5.2976,270.096,0.0138717
2126,1964.4,591.29,12.9555,268.082,0.0136878
2127,1966.12,1342.32,7.8836,44.9648,0.0314729
2128,1969.01,1326.91,7.23358,226.274,0.0219535
2129,1976.95,1331.96,6.49191,42.3889,0.0268077
2130,1977.77,341.461,13.9964,73.3847,0.0151423
2131,1982.22,287.729,8.38043,271.944,0.0203193
2132,1982.41,670.551,2.04646,219.988,0.0159539
2133,1983.54,711.565,10.5182,44.1247,0.0289469
2134,1985.8,734.508,17.0586,218.151,0.0136436
2135,1988.56,279.986,6.34338,278.293,0.0145205
2136,1995.48,13.4948,2.99108,269,0.0159746
2137,1998.72,636.154,2.37481,193.348,0.0165462
2138,2001.11,625.886,2.52342,186.626,0.0176759
2139,2001.36,711.075,9.87988,218.961,0.015123
2140,2002,690.393,10.6944,37.5811,0.0237893
2141,2002,690.393,10.6944,219.995,0.0237893
2142,2010.56,17.119,3.3106,269.978,0.0151106
2143,2017.46,1288.69,1.91241,213.704,0.0140127
2144,2018.2,337.657,10.3272,258.529,0.0186051
2145,2018.64,294.01,8.09236,278.62,0.0208354
2146,2019.57,938.148,10.6636,30.8372,0.0202276
2147,2019.57,938.148,10.6636,228.406,0.0202276
2148,2023.66,1288.45,5.70934,41.8786,0.021465
2149,2024.99,278.903,15.995,186.874,0.024283
2150,2025.98,16.9637,3.12957,268.698,0.0141305
2151,2027.92,953.447,344.133,2.1447,0.0235166
2152,2027.96,127.548,20.5248,181.196,0.0170008
2153,2027.98,171.957,18.7977,180.84,0.0147168
2154,2028.36,231.938,16.817,180.517,0.0160514
2155,2028.78,1043.74,9.85793,112.971,0.0169909
2156,2033.93,603.737,10.6988,18.8704,0.0151504
2157,2035.04,1278.24,6.33072,53.1665,0.0136691
2158,2036.44,1031.11,5.39954,355.736,0.015481
2159,2036.48,39.4907,11.6967,189.088,0.0161713
2160,2038.09,67.843,9.93193,179.973,0.0153503
2161,2038.33,1148.11,8.44596,233.104,0.014188
2162,2040.51,638.505,21.3646,216.39,0.0140137
2163,2048.17,1268.31,7.41329,52.6483,0.0245726
2164,2050.19,1157.12,10.1672,22.7548,0.0211632
2165,2050.19,1157.12,10.1672,119.002,0.0211632
2166,2050.19,1157.12,10.1672,229.19,0.0211632
2167,2054.85,1142.96,6.02467,267.045,0.0144227
2168,2057.3,1250.77,6.35544,96.8758,0.0258536
2169,2057.3,1250.77,6.35544,230.572,0.0258536
2170,2057.69,631.99,7.52866,219.442,0.020923
2171,2058.39,35.003,27.1915,266.9,0.0436101
2172,2064.59,439.004,13.3542,62.9769,0.019368
2173,2064.59,439.004,13.3542,281.305,0.019368
2174,2071.68,308.696,9.49472,331.614,0.0166066
2175,2071.83,1241.41,15.0264,55.0465,0.0296515
2176,2071.87,560.403,5.17193,209.207,0.0155751
2177,2071.87,560.403,5.17193,246.563,0.0155751
2178,2072.08,629.943,14.8229,262.588,0.0135025
2179,2072.66,1225.66,6.58296,262.373,0.0262098
2180,2074.31,904.642,6.81038,198.424,0.0163031
2181,2077.64,613.974,7.66852,229.173,0.0190005
2182,2077.64,613.974,7.66852,293.997,0.0190005
2183,2079.15,20.4898,8.18137,280.342,0.0258685
2184,2080.56,565.964,12.0508,220.482,0.0193206
2185,2085.36,1254.51,12.8583,56.3429,0.0140908
2186,2085.69,909.948,12.2971,195.818,0.0235143
2187,2085.69,909.948,12.2971,359.158,0.0235143
2188,2086.42,304.183,10.9802,293.31,0.0199246
2189,2087.93,146.328,8.90671,359.506,0.0134597
2190,2088.38,95.2964,9.07402,358.902,0.0161073
2191,2088.41,890.355,6.34965,281.212,0.0189502
2192,2088.41,890.355,6.34965,355.783,0.0189502
2193,2089.7,32.2971,8.39361,354.906,0.0152746
2194,2091.97,1217.26,6.54193,48.629,0.0172204
2195,2092.12,1227.37,5.28772,47.4454,0.0282151
2196,2092.12,1227.37,5.28772,233.033,0.0282151
2197,2095.14,732.363,174.34,359.031,0.0272152
2198,2097.36,791.775,17.7484,39.0788,0.0147333
2199,2099.38,1231.26,6.74183,54.2775,0.025161
2200,2101.92,21.8581,9.61349,269.433,0.0146707
2201,2112.04,1273.55,51.7462,57.4949,0.0161096
2202,2117.91,1198.54,6.67046,60.8642,0.0155696
2203,2119.35,1152.86,204.349,5.09293,0.0222993
2204,2119.38,793.462,11.4363,26.572,0.0135978
2205,2119.94,1002.29,11.4274,2.87079,0.021916
2206,2119.94,1002.29,11.4274,107.239,0.021916
2207,2119.94,1002.29,11.4274,221.081,0.021916
2208,2119.94,1002.29,11.4274,276.415,0.021916
2209,2125.16,1360.27,10.9975,195.489,0.0137939
2210,2127.5,830.572,11.0566,345.254,0.0142718
2211,2127.55,1203.03,6.64247,237.921,0.0325877
2212,2130.81,1192.71,6.41519,70.1779,0.0195259
2213,2132.11,353.854,10.1707,312.181,0.0209033
2214,2135.29,675.799,15.826,340.091,0.0154093
2215,2135.54,850.544,10.4336,323.61,0.014417
2216,2137.37,1374.94,18.9014,98.6501,0.033621
2217,2138.82,1342.55,2.57846,198.178,0.0133703
2218,2139.47,1188.5,5.88772,80.3725,0.0178295
2219,2139.47,1188.5,5.88772,245.784,0.0178295
2220,2139.64,1205.81,6.71981,236.941,0.0283487
2221,2141.23,1196.12,6.19121,238.168,0.0370699
2222,2143.25,365.737,9.6234,325.597,0.0200177
2223,2144.43,1217.28,10.0008,77.8199,0.0175227
2224,2145.41,1279.88,13.1221,190.642,0.0136858
2225,2148.26,611.274,16.0026,26.5974,0.014701
2226,2149.56,611.737,13.8387,26.3026,0.0148724
2227,2149.83,703.281,18.5439,336.833,0.013413
2228,2151.77,664.614,11.4635,313.086,0.0246286
2229,2152.03,726.55,10.0104,305.924,0.0138771
2230,2152.33,642.376,15.8385,23.3713,0.0221264
2231,2152.33,642.376,15.8385,318.748,0.0221264
2232,2153.27,1090,5.91639,221.374,0.0165151
2233,2156.8,448.712,12.8456,120.535,0.0136824
2234,2158.64,557.197,35.4832,19.8491,0.0236167
2235,2161.88,610.292,5.46301,20.9599,0.0140438
2236,2163.73,395.299,9.54228,335.615,0.0196428
2237,2166.18,1186.3,5.93895,62.1998,0.0223922
2238,2166.93,1096.61,11.5337,1.65367,0.0190874
2239,2166.93,1096.61,11.5337,111.235,0.0190874
2240,2167.33,1207.77,10.2838,48.1783,0.0162269
2241,2169.31,1193.87,6.42192,65.7589,0.0174628
2242,2170.18,737.533,6.77003,121.309,0.0139246
2243,2170.58,412.318,8.76968,345.512,0.0148938
2244,2171.3,682.063,10.021,322.813,0.0182106
2245,2172.76,594.358,12.3015,25.4906,0.0154048
2246,2175.48,489.956,4.57464,12.7799,0.0165877
2247,2175.48,489.956,4.57464,202.044,0.0165877
2248,2175.81,1116.02,121.859,2.95177,0.0235271
2249,2177.56,463.495,13.2404,352.836,0.0236736
2250,2179.4,690.873,8.14882,329.37,0.0183061
2251,2186.1,1122.86,109.479,2.2118,0.0239072
2252,2186.66,1215.24,30.1262,77.5412,0.0146558
2253,2189.88,466.81,6.1807,352.919,0.0140642
2254,2189.93,1345.62,67.4321,103.797,0.0518675
2255,2189.93,1345.62,67.4321,349.756,0.0518675
2256,2191.21,924.676,7.43681,168.976,0.0182533
2257,2193.38,691.723,9.29209,325.143,0.0154114
2258,2195.2,505.853,15.391,1.79966,0.0140724
2259,2196.1,752.703,12.4052,130.032,0.0157568
2260,2196.1,752.703,12.4052,314.79,0.0157568
2261,2199.32,716.298,8.52084,325.951,0.0214309
2262,2203.7,1306.83,19.9579,314.644,0.0141034
2263,2204.72,929.184,10.9721,332.044,0.0178601
2264,2207.82,1200.07,15.4187,89.4459,0.0149192
2265,2208.82,1198.07,13.3226,89.8973,0.015087
2266,2210.48,912.081,66.0878,0.0289536,0.0174142
2267,2216.36,919.21,56.8618,0.0323486,0.0177309
2268,2216.66,1359.31,44.1306,89.224,0.0506574
2269,2219.15,757.411,6.83538,310.24,0.0245898
2270,2225.21,1178.91,5.12889,280.002,0.0197477
2271,2225.21,1178.91,5.12889,348.41,0.0197477
2272,2225.41,1174.72,38.7829,5.3643,0.0287052
2273,2227.35,737.634,7.10189,316.258,0.0162125
2274,2227.7,737.656,7.29787,316.266,0.0161718
2275,2229.64,768.246,7.76763,318.69,0.0222779
2276,2237.94,19.2071,4.12598,266.925,0.0136816
2277,2240.65,766.391,7.56274,312.728,0.0169703
2278,2241.21,1317.02,11.5695,358.081,0.0139426
2279,2247.74,1153.64,9.9164,1.61858,0.0288438
2280,2247.86,1191.04,8.0168,4.56924,0.0387925
2281,2249.05,787.378,16.2015,359.949,0.0374935
2282,2251.38,1011.17,8.19782,1.90304,0.0314757
2283,2251.77,21.0685,6.75255,354.872,0.0306391
2284,2254.57,1172.96,2.21531,359.284,0.0158876
2285,2256.48,876.627,2.38086,359.258,0.0165936
2286,2259.13,310.778,2.06892,0.0183105,0.0238386
2287,2259.74,328.278,2.48778,0.273705,0.020858
2288,2260.53,590.883,1.93559,0.163231,0.0211624
2289,2261.14,1202.29,16.513,7.83157,0.0192454
